latitude,longitude,stars,review_count,is_open,is_chain,Num_of_attributes_shared,RestaurantsPriceRange2,RestaurantsTakeOut_True,RestaurantsTakeOut_False,RestaurantsDelivery_True,RestaurantsDelivery_False,OutdoorSeating_True,OutdoorSeating_False,RestaurantsReservations_True,RestaurantsReservations_False,RestaurantsGoodForGroups_True,RestaurantsGoodForGroups_False,GoodForKids_True,GoodForKids_False,Nightlife,Bars,Sandwiches,American (Traditional),American (New),Fast Food,Breakfast & Brunch,Pizza,Burgers,Coffee & Tea,Mexican,Cafes,Seafood,Italian,Chicken Wings,Salad,Event Planning & Services,Latin American,Food Trucks,Specialty Food,Chinese,Delis,Sushi Bars,Desserts,Caterers,repeat_users,age,reviews_per_week,reactions_per_week,sentiment_score,review_length,user_stars,similar_restaurants_density,all_restaurants_density,relative_reviews_count,relative_reviews_per_week,relative_stars,relative_user_stars,relative_repeat_users,relative_price
28.0535153,-82.4534422,5.0,6,0,0,20,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.6246575342465754,0.07082630691399663,0.2596964586846543,0.8266,124.66666666666667,5.0,1.0,26.0,-0.7096080353771909,-0.8538393644337057,1.5392982399673987,0.8217814036133181,-0.6458561330552779,-1.4999999999999998
28.0536294,-82.4044188,3.5,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.49041095890411,0.029548332629801603,0.10637399746728576,0.69335,175.5,4.0,1.0,27.0,-0.7614982867098888,-0.8296866748748737,0.058123819371909906,0.32625081690248214,-0.7184026689225976,1.0377490433255419
27.9444574,-82.4578244,4.0,6,1,0,17,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.64109589041096,0.012103746397694523,0.0020172910662824206,0.8408166666666667,55.666666666666664,4.5,42.0,190.0,-0.5323473097595831,-0.7085780836233833,0.4909811846746316,0.5650313955494461,-0.44218641488358995,-1.3390859415170455
27.9600238,-82.4444005,4.0,548,1,0,29,2,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,10.682191780821919,0.9355608591885441,1.5252983293556086,0.7943798214285706,96.14285714285714,4.0,40.0,104.0,1.1936094342090544,0.7555328119083455,0.41147559989891147,0.10231320775178078,0.9647639121756454,0.5193268074761537
27.920067,-82.4989209,4.0,325,1,1,23,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.0,7.498630136986302,0.7959789057350033,1.1466710613052076,0.7175495652173908,87.64347826086957,5.0,2.0,59.0,0.3681619012901181,0.27417724949730204,0.06839695689557267,0.7118017505249149,0.805353362635098,0.5118906968889916
27.9955205,-82.512474,2.5,27,0,0,18,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.747945205479452,0.07673568818514008,0.10515631343889566,0.3623851851851852,61.148148148148145,2.0,6.0,17.0,-0.6695934647996751,-0.49882688687623644,-0.6116648994275262,-0.6842968850192396,-0.7201585111055043,-0.7385489458759965
27.9958415,-82.5722699,3.0,11,0,1,15,2,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,5.6136986301369864,0.037579306979014154,0.013665202537823329,0.6495636363636365,129.9090909090909,2.0,2.0,46.0,-0.612438357371749,-0.7649697891426877,-0.21932000780317498,-0.8411098771545237,-0.5659420573894183,1.0910894511799618
28.0642084807,-82.5053286552,2.5,23,0,0,18,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.4931506849315068,1.011111111111111,3.2666666666666666,0.4741884615384615,132.30769230769232,2.0,4.0,57.0,-0.8147658703371661,0.987748076171759,-1.467128613214603,-1.815368139125525,-0.297924463080614,-1.4195468819753523
28.130283,-82.364992,3.5,32,1,0,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0246575342465754,0.23547400611620795,0.5137614678899083,0.6202424242424243,96.72727272727273,4.0,1.0,39.0,-0.6502495862918121,-0.34838769838465605,0.17530375779903704,0.37314365872032673,-0.46687078085386424,0.7905694150420949
27.9955961525,-82.5828616138,4.0,59,0,0,20,2,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,1.6027397260273972,0.7418803418803419,1.8905982905982905,0.6598435483870968,122.5,5.0,4.0,38.0,0.16877221085203775,3.0604278000011913,0.634497847928482,1.001324942614876,0.35632458233389075,1.0
27.9491200666,-82.458398826,4.0,325,1,0,21,2,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,11.408219178082192,0.5185765443151298,0.6862130707251566,0.6957471299093658,87.09667673716012,4.0,5.0,186.0,1.0563404267901557,0.18782230817852205,0.4663286942220875,0.04305059130056891,0.4646010257489946,0.44818853773182055
28.0819277157,-82.5391477434,4.0,316,1,0,21,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14.0,11.052054794520547,0.5320128972823583,0.8705665591893136,0.7292399999999998,103.03030303030303,5.0,2.0,17.0,3.0172904061564494,2.334321161540124,1.0379567717827587,1.254660795804517,2.419712655288441,0.9428090415820635
27.944918,-82.523213,2.5,42,1,1,19,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.123287671232877,0.08114821970742479,0.10433342533811758,-0.020276190476190455,74.47619047619048,1.0,1.0,57.0,-0.4069870337879705,-0.519182389202895,-1.0340289532160405,-2.0435417886841907,-0.5325618594945326,-1.1200346476517136
28.0533288743,-82.3928146398,3.0,172,1,0,23,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.1287671232876715,0.6782945736434108,1.2596899224806202,0.5392845714285713,87.12,3.0,2.0,45.0,1.636379128122961,2.1055586752911215,-0.7431244194342744,-0.5811931153338826,0.5729505651071325,-1.0224747162910899
28.1184025,-82.3816714,4.5,62,0,0,21,2,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.1534246575342464,0.5877862595419847,1.416030534351145,0.846381818181818,90.07575757575758,5.0,1.0,10.0,-0.5965084479234463,0.24807295176333014,1.0,0.8451542547285166,-0.4049291435992628,0.4999999999999999
28.002703,-82.4590917,4.0,101,1,0,18,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.16986301369863,1.0041379310344827,2.6358620689655172,0.7412394230769226,86.75,5.0,2.0,46.0,-0.23692690411875014,0.15669584608502488,-0.09162708326722871,0.6572335375382282,-0.1952928470911301,0.6024640760767093
28.169016,-82.356628,5.0,88,1,0,16,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.367123287671233,0.7913043478260869,3.2695652173913046,0.9113736263736261,93.05494505494505,5.0,1.0,19.0,0.36880611036424843,2.3936148820833343,1.7342129761597747,0.9893262509092334,-0.05840866418949971,0.6793662204867578
27.9456571,-82.4567437,3.0,5,0,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4410958904109589,0.21739130434782608,0.34782608695652173,0.5625,102.6,4.0,17.0,217.0,-0.5390283507297962,-0.36660964296574355,-0.8770046280596852,0.13602633093132765,-0.44156720160635177,0.41600182410529213
27.96264,-82.5694048,4.5,27,1,0,8,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.2712328767123289,0.30914826498422715,0.5962145110410095,0.8661785714285714,118.89285714285714,5.0,2.0,19.0,-0.4364035010531556,-0.17955279501857396,1.0170267618619653,0.9561271382392682,-0.45269235977723044,0.10314212462587924
28.0098837,-82.4840114,4.0,29,0,0,13,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.6,0.9908675799086758,0.863013698630137,0.8683258064516128,101.35483870967742,5.0,2.0,21.0,-0.26828471499684015,1.7453884331174259,0.37354368381881403,1.005970202294378,0.2852598329282677,0.7071067811865475
27.964536,-82.520756,4.0,121,0,0,22,2,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,1.3917808219178083,1.7224409448818898,5.318897637795276,0.7757040000000002,121.576,4.0,7.0,74.0,-0.3115036538347029,1.19257801938696,0.5156945821140386,0.1319219885711606,-0.31662607601404485,0.1528617491520975
28.0330086,-82.4077832,2.5,7,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.673972602739726,0.11290322580645161,0.08064516129032258,0.42614285714285716,73.28571428571429,1.0,3.0,27.0,-0.5677511225321251,-0.3848408986002199,-1.3169789703720027,-2.0128145268441493,-0.654177038922397,0.8944271909999157
27.902583,-82.505631,4.0,323,0,0,21,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,9.334246575342465,0.696507191077194,0.8732022307014969,0.7252672566371682,104.85840707964601,4.0,3.0,30.0,2.550965557121507,0.7456689989298623,0.8711448103687531,0.5201356382371127,3.0358031373382115,1.0
28.0571712,-82.6237785,3.5,17,0,1,16,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4.068493150684931,0.08013468013468014,0.05656565656565657,0.6721352941176472,121.52941176470588,4.0,2.0,14.0,-0.6676380577966666,-0.7351163213748085,0.25615775978927974,0.3268602252303068,-0.6738525456054049,-1.1547005383792515
28.055282,-82.506247,3.0,285,1,0,23,2,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0,7.772602739726027,0.6958930899608866,2.461864406779661,0.41030622950819673,137.41639344262296,3.0,1.0,43.0,1.4248070481191832,0.5781932218160429,-0.7622867446578624,-0.6063581095920654,2.209850821027677,0.6948083337796511
28.1440679511,-82.3539949058,3.5,70,1,0,19,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,7.824657534246575,0.16382036685641999,0.161606578115117,0.40350540540540536,92.67567567567568,3.5,2.0,27.0,0.2329676351743635,-0.5688143302189916,0.019153011712702377,-0.24135539601273898,0.4985352081201222,-1.3237927271540737
28.0146920537,-82.6140054742,3.0,37,1,1,17,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0,4.136986301369863,0.1530269058295964,0.21580717488789236,0.5563923076923079,110.17948717948718,3.0,1.0,9.0,-0.5105911757085331,0.18483464200560634,-0.47140452079103184,-0.35355339059327373,-0.07474350927519362,-0.7071067811865474
28.1316091,-82.3691327,4.5,40,1,0,11,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.6246575342465753,0.6185344827586207,1.7499999999999998,0.6799999999999999,72.34146341463415,5.0,1.0,37.0,-0.5865295714356941,0.13439650246411455,1.5046504790060258,1.176463654832226,-0.4887565926736417,0.7359800721939871
28.15011,-82.3539970377,3.0,14,1,1,16,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.263013698630138,0.02857142857142857,0.02857142857142857,0.44164666666666663,77.93333333333334,4.0,4.0,22.0,-0.7361541404129137,-0.8595075881217659,-0.28095386999788985,0.31273693612613906,-0.4464852341118375,-1.2288478807785608
28.0322261,-82.4189253,4.5,345,1,1,21,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9.098630136986301,0.6786703601108034,0.9889196675900278,0.7553888571428569,75.26,5.0,1.0,25.0,3.5266680819045595,3.0461838668208263,1.6014931603090765,1.3669835652986506,2.634825932069838,1.2247448713915894
27.8937618,-82.5193236,2.0,11,1,1,6,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.1068493150684935,0.036065573770491806,0.03278688524590164,0.20844545454545454,95.18181818181819,1.0,4.0,24.0,-0.7287859733101177,-0.5818215203949473,-1.4852213144650113,-1.6272436081887671,-0.6902013856519744,-1.2909944487358056
27.9602066,-82.4414592,4.0,7,0,0,9,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.158904109589041,0.11583924349881797,0.06619385342789598,0.8141857142857142,104.14285714285714,4.0,8.0,104.0,-0.507409673573051,-0.6346956307163425,0.38398219617704005,0.09834539357083762,-0.5253664868283218,-1.4810431176171792
27.99554,-82.4743805,4.0,121,1,1,20,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,14.665753424657535,0.15206640762981277,0.2348993288590604,0.7182235772357722,92.82926829268293,4.0,1.0,7.0,0.1808718547460356,-0.3102171621270727,0.10540925533894625,-0.22360679774997955,-0.2732925112045662,-0.8660254037844387
28.0554349,-82.4292524,4.0,78,1,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.0273972602739727,0.8192592592592592,2.997037037037037,0.750460759493671,97.60759493670886,5.0,5.0,79.0,-0.09739320423340461,1.37942564001145,0.6266005147845038,1.049093767169798,-0.4196690582296455,0.8692269873603534
28.0812683681,-82.4279611613,4.5,104,0,0,22,2,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,8.191780821917808,0.2528428093645485,0.47993311036789293,0.777614814814815,91.1574074074074,5.0,2.0,22.0,0.3955024485772149,0.12054751952498974,1.6249951190867737,1.1431691721978563,0.4317877695883728,1.2018504251546631
27.9120596,-82.5057677,4.0,336,1,0,23,2,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,17.0,5.895890410958904,1.0048800325335503,1.8418056120374136,0.7419923512747878,76.85835694050992,5.0,1.0,33.0,2.7039140339646472,0.7992585356130868,0.7102705857155674,0.9949874371066199,3.2442000230560972,1.1649647450214349
28.0280199569,-82.393829897,4.0,106,1,0,21,2,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0,10.27945205479452,0.19070232441889529,0.19245188702824295,0.7057504587155965,78.10091743119266,4.0,1.0,20.0,1.4270398658714065,-0.3151146465639065,0.20652851724645413,-0.18772930178557298,0.4615384615384615,0.7337993857053429
28.0481913,-82.3942796,4.0,95,1,0,16,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.38082191780822,0.1531552280055274,0.16927683095347765,0.5548536842105264,66.6842105263158,4.0,5.0,41.0,0.3940698010352521,-0.3661098426433864,0.8537655782769662,0.29341560154802265,-0.7395925213023865,0.929320377284585
28.033191048,-82.4076666194,5.0,8,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8164383561643835,0.059384941675503705,0.5790031813361611,0.8853375,39.75,5.0,4.0,27.0,-0.5521725856333778,-0.5738522781322926,1.2976116325724147,0.6876074470585604,-0.654177038922397,0.8944271909999157
27.9962535,-82.5670403,3.5,39,1,0,21,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,13.364383561643836,0.05572815533980583,0.09378640776699029,0.576890243902439,105.41463414634147,4.0,2.0,38.0,-0.31765036711613176,-0.6225149436617419,0.14973818705887018,0.3488126522629156,-0.22796038444524264,-0.8997354108424374
28.0774196,-82.5059947,4.0,106,1,0,18,2,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,9.67123287671233,0.20143884892086333,0.7498001598721024,0.7133351851851855,98.48148148148148,5.0,8.0,65.0,0.05046519971874927,-0.5102303274040589,0.32616403652672127,0.902006691454432,-0.4099083068112262,0.43357762411795453
27.9422145,-82.4629632,4.5,697,1,0,25,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,5.427397260273972,2.159021406727829,2.470948012232416,0.8705862606232289,95.66288951841359,5.0,3.0,166.0,2.2972374271236093,2.8600589817643973,1.220605319480277,1.0767332686492135,0.5649168987725357,0.515830835224521
28.0645829885,-82.5057124,4.5,108,1,0,5,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,0.18082191780821918,2.199453551912568,9.71584699453552,0.819544347826087,109.4695652173913,5.0,5.0,53.0,-0.0003446552402054806,3.152663043026233,1.279111275241627,1.2440696263510478,0.4691223355681567,0.6344343652327644
27.9969683,-82.5701668,3.5,155,1,0,20,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,12.180821917808219,0.23520710059171598,0.3254437869822485,0.5798440251572325,74.13836477987421,4.0,6.0,45.0,1.141302066108103,0.2560055241349309,0.16415018908060783,0.351330300072847,0.16837250691164785,-0.9354143466934851
27.9958027,-82.4213829,3.5,29,1,0,18,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,10.391780821917807,0.05027241208519068,0.10921248142644874,0.6604586206896552,72.41379310344827,4.0,2.0,14.0,-0.268321541054484,-0.4232672968049419,-0.03369085602646033,0.13415871240881358,-0.41363032697490276,-1.1547005383792515
27.9430052,-82.3365132,3.5,16,0,0,15,2,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.024657534246575,0.0762423417290674,0.10959836623553437,0.41788749999999997,77.25,4.0,1.0,24.0,-0.8086425429386835,-0.6131994729404998,0.4572012742888511,0.5112133535741904,-0.8174238913695991,0.7745966692414834
27.9451157,-82.4978944,3.5,122,1,0,20,2,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.0,5.7095890410958905,0.46783919597989954,0.8160804020100503,0.5256060150375943,79.66917293233082,4.0,2.0,75.0,-0.17660028050481427,-0.28122757735134907,-0.216604270153611,0.04100174602819505,0.7900438798255506,0.4268716668090514
28.030876,-82.541377,4.0,319,1,0,21,2,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0,6.4520547945205475,0.8700713481036425,1.07247465264739,0.7343033232628394,92.7190332326284,5.0,2.0,26.0,0.6412096611807278,0.5201227476928181,0.7766705596177469,1.2857142857142858,1.2510936033289686,0.7276068751089991
28.0153977,-82.4855275,4.0,17,1,1,11,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,7.934246575342466,0.03874959296646044,0.043308368609573426,0.7269941176470587,68.11764705882354,4.0,12.0,25.0,-0.3820360805619547,-0.4534479974467082,0.30421207593803656,0.049213403619359046,-0.4840135525692106,0.8864052604279183
